Deal Type,Announce Date,Target Name,Acquirer Name,Seller Name,Announced Total Value (mil.),Payment Type,TV/EBITDA,Deal Status,Target Industry Sector,Ticker
M&A,7/5/2009,BigPark Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,1/6/2009,Rosetta Biosoftware,Microsoft Corp,Merck & Co Inc,N/A,Cash, ,Completed,Technology,MSFT
M&A,2/3/2000,Saba Press Photos,Microsoft Corp,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",MSFT
M&A,22/3/2000,Stock Market Photo Agency/The,Microsoft Corp,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",MSFT
M&A,29/3/2000,European publishing rights   ,Swing! Entertainment Media AG,Microsoft Corp,N/A,Undisclosed, ,Completed,N.A.,MSFT
M&A,17/8/2009,EveryBlock,"General Electric Co,Microsoft Corp",,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,2/12/2009,Folio & NXT business,Rocket Software Inc,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,11/12/2009,Opalis Software Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,9/11/2009,Certain Assets,Microsoft Corp,SourceGear LLC,N/A,Cash, ,Completed,Technology,MSFT
M&A,19/6/2000,Bungie Software Products Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,16/10/2011,Hospital Information System Software Assets,Orion HealthCorp Inc,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,3/5/2001,Ensemble Studios Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,30/4/2001,Ncompass Labs Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,4/10/2012,PhoneFactor Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,16/10/2012,StorSimple Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,19/10/2012,MarketingPilot Software LLC,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,8/4/2013,TV solution Mediaroom business,Telefonaktiebolaget LM Ericsson,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,3/6/2013,InRelease Business Unit,Microsoft Corp,InCycle Software Inc,N/A,Cash, ,Completed,Technology,MSFT
M&A,9/7/2012,Perceptive Pixel Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,16/7/2012,MSNBC Digital Network,"General Electric Co,Comcast Corp",Microsoft Corp,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,10/6/2003,GeCAD Antivirus technology,Microsoft Corp,GeCAD Software Srl,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,26/3/2015,LiveLoop Inc,Microsoft Corp,New Enterprise Associates Inc,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,23/1/2015,Revolution Analytics Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,3/8/2015,Incent Games Inc,Microsoft Corp,"Central Texas Angel Network,ATX Seed Ventures LLC,Marvel Venture Partners LLC",N/A,Cash, ,Completed,Technology,MSFT
M&A,8/9/2015,Adallom Technologies Ltd,Microsoft Corp,"Index Ventures SA (Fund: Index Ventures VI LP),Rembrandt Venture Management LLC (Fund: Rembrandt Venture Partners Fund Three LP)",N/A,Cash, ,Completed,Communications,MSFT
M&A,2/10/2015,Havok,Microsoft Corp,Intel Corp,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,30/8/2007,Parlano Inc,Microsoft Corp,"Golden Gate Capital LP,Oak Management Corp/California (Fund: Oak Investment Partners X LP),Longworth Venture Partners LP (Fund: Longworth Venture Partners II LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,5/11/2015,Mobile Data Labs Inc,Microsoft Corp,"TVL Management Corp (Fund: Trinity Ventures XI LP),SV Angel Management LLC (Fund: SV Angel IV LP),Charles River Ventures Inc (Fund: Charles River Partnership XVI LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,28/9/2015,Adxstudio Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",MSFT
M&A,14/4/2015,Datazen Software Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,1/5/2015,Digital stylus technology,Microsoft Corp,N-trig Ltd,N/A,Cash, ,Completed,Industrial,MSFT
M&A,25/8/2006,BET Interactive LLC,Viacom Inc,"TFCF Corp,Microsoft Corp,Match Group Inc,Liberty Interactive LLC",N/A,Cash, ,Completed,Communications,MSFT
M&A,12/3/2008,Kidaro Inc,Microsoft Corp,"Opus Capital Venture Partners LP (Fund: Opus Capital Venture Partners I LP),Genesis Partners Ltd (Fund: Genesis Partners III),Storm Ventures LLC (Fund: Storm Ventures Fund III LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,16/4/2004,ETX,Lavide Holding NV,Microsoft Corp,N/A,Stock, ,Completed,Technology,MSFT
M&A,20/12/2011,Ciao,Leguide.com SASU,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,4/6/2007,Engyro Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,14/3/2008,90 Degree Software Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,25/6/2014,Intellectual Ppty & Assets,Vioguard LLC,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,10/1/2013,id8 Group R2 Studios Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,27/2/2008,YaData,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,11/12/2014,HockeyApp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,22/5/2006,Softricity Inc,Microsoft Corp,"FA Technology Ventures LP,Meritech Capital Partners LP (Fund: Meritech Capital Partners III LP),Prism Venture Partners LLC (Fund: Prism Venture Partners III LP),Longworth Venture Partners LP (Fund: Longworth Venture Partners II LP),Fairhaven Capital Management LLC (Fund: TD Capital Ventures L...",N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,24/7/2008,DATAllegro Inc,Microsoft Corp,"Hillman Co/The,Intel Capital Corp,Icon Ventures Inc,Focus Management Inc,Adams Capital Management Inc (Fund: Adams Capital Management III LP),Venrock Associates (Fund: Venrock Associates IV LP),Palomar Ventures LLC (Fund: Palomar Ventures II LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,20/1/2015,Equivio Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,"Consumer, Non-cyclical",MSFT
M&A,12/2/2008,Danger Inc,Microsoft Corp,"Softbank Capital Partners LP/US,,Meritech Capital Partners LP,MFVC Inc (Fund: Mobius Technology Ventures VI LP),InOvate Communications Group,Orange Holding SA,Diamondhead Ventures LP,T-Mobile Venture Fund GmbH & Co KG,Adams Street Partners LLC (Fund: Adams Street Partnership Fund - 2004 US Fu...",N/A,Cash, ,Completed,Communications,MSFT
M&A,22/1/2003,MSN Autos' Dealerpoint business,Reynolds & Reynolds Co/Old,Microsoft Corp,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,19/2/2003,Software assets,Microsoft Corp,Connectix Corp,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,26/4/2004,ActiveViews Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,22/4/2004,Accounting products,Microsoft Corp,Encore Business Solutions Wash Inc,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,28/2/2013,Atlas Advertiser Suite,Facebook Inc,Microsoft Corp,N/A,Cash, ,Completed,Communications,MSFT
M&A,10/9/2002,XDegrees Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,8/7/2013,Warehousing & Transportation for AX Technology Sol,Microsoft Corp,Blue Horseshoe,N/A,Cash, ,Completed,"Consumer, Cyclical",MSFT
M&A,16/6/2016,Wand Labs Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,24/2/2016,Xamarin Inc,Microsoft Corp,"Ignition Partners LLC (Fund: Ignition Venture Partners IV LP),Charles River Ventures Inc (Fund: Charles River Partnership XV LP),FLOODGATE Fund LP (Fund: Floodgate Fund IV LP),Insight Venture Partners LP (Fund: Insight Venture Partners Co-investment Fund III),Lead Edge Capital Management LLC ...",N/A,Cash, ,Completed,Technology,MSFT
M&A,2/5/2016,Caradigm USA LLC,GE Healthcare Ltd,Microsoft Corp,N/A,Cash, ,Completed,"Consumer, Non-cyclical",MSFT
M&A,19/1/2016,MinecraftEdu game,Microsoft Corp,TeacherGaming LLC,N/A,Cash, ,Completed,"Consumer, Cyclical",MSFT
M&A,9/11/2015,Secure Islands Technologies Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,3/9/2015,VoloMetrix Inc,Microsoft Corp,"Shasta Ventures Inc (Fund: Shasta Ventures III LP),Split Rock Partners LLC (Fund: Split Rock Partners II LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,3/5/2016,Solair S.r.l.,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,6/4/2006,Lionhead Studios Ltd,Microsoft Corp,"Ingenious Capital Management Ltd,Add Partners Ltd (Fund: Add One LP)",N/A,Undisclosed, ,Completed,"Consumer, Cyclical",MSFT
M&A,5/5/2014,Adchemy Inc,WalmartLabs,"Microsoft Corp,Accenture PLC,Hellman & Friedman LLC (Fund: Hellman & Friedman Capital Partners VI LP),Mayfield Fund LLC (Fund: Mayfield XII LP),August Capital Corp (Fund: August Capital IV LP)",N/A,Cash, ,Completed,Communications,MSFT
M&A,18/12/2015,Metanautix Inc,Microsoft Corp,"Leland Stanford Junior University/The,Sequoia Capital Operations LLC (Fund: Sequoia Capital Global Growth Fund LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,21/12/2015,Talko Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,29/6/2015,Bing mapping unit,Uber Technologies Inc,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,13/1/2016,UC Commander product suite,Microsoft Corp,Event Zero Pty Ltd,N/A,Cash, ,Completed,Technology,MSFT
M&A,16/7/2015,Fieldone Systems LLC,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,18/12/2014,MixRadio Ltd,NAVER Corp,Microsoft Corp,N/A,Cash, ,Completed,Communications,MSFT
M&A,27/1/2014,Gears of War franchise,Microsoft Corp,Epic Games Inc,N/A,Cash, ,Completed,"Consumer, Cyclical",MSFT
M&A,22/11/2011,VideoSurf Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,2/7/2014,SyntaxTree SARL,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,7/1/2014,Parature Inc,Microsoft Corp,"Sierra Ventures Management LLC (Fund: Sierra Ventures VIII LP),Accel Partners LP (Fund: Accel X LP),Wednesday Management LLC (Fund: Valhalla Partners II LP)",N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,13/1/2017,Maluuba Inc,Microsoft Corp,"Credit Mutuel Equity SA,Emerillon Capital Inc,Nautilus Ventures Advisors US LLC (Fund: Nautilus Venture Partners Fund I LP)",N/A,Cash, ,Completed,Communications,MSFT
M&A,18/4/2017,Intentional Software Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,10/4/2017,Deis Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,18/7/2006,Winternals Software LP,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,26/7/2006,Azyxxi,Microsoft Corp,General Datomics,N/A,Cash, ,Completed,Technology,MSFT
M&A,13/2/2006,MotionBridge,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,7/3/2006,Apptimum Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,7/3/2006,Onfolio LLC,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,21/3/2006,Vexcel Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,3/11/2005,media-streams GmbH,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,3/11/2005,FolderShare Service,Microsoft Corp,ByteTaxi Inc,N/A,Cash, ,Completed,Technology,MSFT
M&A,16/12/2005,Software and IP assets,Microsoft Corp,UMT,N/A,Cash, ,Completed,Technology,MSFT
M&A,23/12/2005,MSNBC Interactive News LLC,General Electric Co,Microsoft Corp,N/A,Cash, ,Completed,Communications,MSFT
M&A,11/5/2005,MessageCast Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,11/5/2005,Assets,Microsoft Corp,Shenzhen Municipality Tsinghua Shenxun Science & T,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,20/7/2005,FrontBridge Technologies Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,2/8/2005,.NET-based application adapters,Microsoft Corp,iWay Software Corp,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,30/8/2005,Teleo Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,19/9/2005,Alacris Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,16/12/2004,GIANT Co Software Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,21/12/2004,Slate Magazine,Graham Holdings Co,Microsoft Corp,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,8/2/2005,Sybari Software Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,22/2/2005,ERP Complete,Microsoft Corp,En'tegrate USA Inc,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,16/7/2004,Lookout Software LLC,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,26/7/2007,AdECN Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,24/8/2007,Cambridge Flat Projection Displays Ltd,Microsoft Corp,,N/A,Undisclosed, ,Completed,Industrial,MSFT
M&A,3/10/2007,Jellyfish.com,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,7/10/2007,Newsvine Inc,"General Electric Co,Microsoft Corp",,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,29/10/2007,Certain Assets,Microsoft Corp,Global Care Solutions,N/A,Cash, ,Completed,Technology,MSFT
M&A,12/12/2007,Multimap,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,12/12/2007,Multi Media Mapping Ltd,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,17/4/2008,Farecast Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,"Consumer, Cyclical",MSFT
M&A,18/6/2008,Navic Networks,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,1/7/2008,Powerset Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,26/6/2008,MobiComp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,26/2/2007,Medstory Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,14/3/2007,Tellme Networks Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,3/4/2006,ProClarity Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,26/4/2006,AssetMetrix Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,4/5/2006,Massive Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,8/5/2006,DeepMetrix Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,18/5/2006,Whale Communications Ltd,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,2/10/2006,DesktopStandard Corp,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,12/10/2006,Colloquis Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,22/1/2008,Calista Technologies Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,14/3/2008,Rapt Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,19/3/2008,Komoku Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,15/2/2008,Credentica Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,31/10/2008,Wysiwyg,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,3/5/2007,ScreenTonic SASU,Microsoft Corp,,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,9/5/2007,OfficeWriter,Microsoft Corp,SoftArtisans Inc,N/A,Cash, ,Completed,Technology,MSFT
M&A,28/5/2014,Capptain SAS,Microsoft Corp,Runa Capital Inc,N/A,Cash, ,Completed,Technology,MSFT
M&A,5/8/2019,SpotFront Inc,Microsoft Corp,"Nauta Capital VC Partners SGEIC SA (Fund: Nauta Tech Invest IV SCR SA),Laconia Capital Group LLC (Fund: Laconia Capital Group LP)",N/A,Cash, ,Completed,Communications,MSFT
M&A,23/9/2019,Semmle Ltd,Microsoft Corp,"Capital One Financial Corp,Nasstar PLC,Accel Partners LP (Fund: Accel XII LP),Work-Bench Management LLC (Fund: Work-Bench Ventures I LLC),Alphabet Inc,Credit Suisse Group AG (Fund: NEXT Investors II LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,4/9/2019,Movere Oy,Microsoft Corp,Suomen Osuuskauppojen Keskuskunta,N/A,Undisclosed, ,Completed,Industrial,MSFT
M&A,29/7/2019,Blue Talon Data Systems Inc,Microsoft Corp,"Berggruen Holdings Inc,Divergent Ventures LLC (Fund: Divergent Venture Partners III LP),DCVC Management Co LLC (Fund: Data Collective II LP),Bloomberg Beta GP LLC (Fund: Bloomberg Beta LP),Maverick Ventures (Fund: Maverick Ventures Israel LP),Arsenal Venture Partners Inc (Fund: Arsenal Ventur...",N/A,Cash, ,Completed,Technology,MSFT
M&A,19/8/2019,JClarity Ltd,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,22/10/2019,Mover Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,20/5/2018,Semantic Machines Inc,Microsoft Corp,"Private Investor,General Catalyst Partners LLC (Fund: General Catalyst Group VII LP),Bain Capital Venture Partners LLC (Fund: Bain Capital Venture Fund 2014 LP),Sound Ventures LLC (Fund: Sound Ventures)",N/A,Cash, ,Completed,Technology,MSFT
M&A,21/8/2018,Microsoft solutions practice,York Telecom Corp,Microsoft Corp,N/A,Cash, ,Completed,Technology,MSFT
M&A,13/11/2014,Aorato Ltd,Microsoft Corp,"Private Investor,Glilot Capital Partners (Fund: Glilot Capital Partners Fund I),Accel Partners LP (Fund: Accel Big Data Fund 2),Innovation Endeavors (Fund: Innovation Endeavors LLC)",N/A,Cash, ,Completed,Communications,MSFT
M&A,19/11/2018,FSLogix Inc,Microsoft Corp,,N/A,Cash, ,Completed,Technology,MSFT
M&A,10/6/2018,"Ninja Theory Ltd,Playground Games Ltd,Undead Labs LLC,Compulsion Games Inc",Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,8/6/2017,Hexadite Ltd,Microsoft Corp,"YL Ventures GP Ltd (Fund: YLV II LP),Hewlett Packard Enterprise Co,Ten Eleven Ventures LLC (Fund: Ten Eleven Growth Fund LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,15/8/2017,Cycle Computing LLC,Microsoft Corp,WorldQuant Ventures LLC,N/A,Cash, ,Completed,Technology,MSFT
M&A,22/9/2009,Interactive Supercomputing Inc,Microsoft Corp,"Rock Maple Ventures LP,Ascent Venture Partners (Fund: Ascent Venture Partners IV LP),Flagship Pioneering Inc (Fund: Flagship Ventures Fund 2004 LP),Fletcher Spaght Ventures LP (Fund: Fletcher Spaght Ventures LP/Fund),Converge Venture Partners Inc (Fund: CommonAngels Co-Investment Fund II LP)",N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,22/8/2016,Genee Inc,Microsoft Corp,"Private Investor,UJ Ventures,Streamlined Ventures LLC (Fund: Streamlined Ventures I LP),Garnett Ventures LLC",N/A,Cash, ,Completed,Technology,MSFT
M&A,3/1/2018,Avere Systems Inc,Microsoft Corp,"Menlo Ventures Management LP (Fund: Menlo Ventures X LP),NVP Associates LLC (Fund: Norwest Venture Partners XI LP),Lightspeed Management Co LLC (Fund: Lightspeed Venture Partners IX LP),Tenaya Capital Inc (Fund: Tenaya Capital V LP),Western Digital Capital Inc,Alphabet Inc",N/A,Cash, ,Completed,Communications,MSFT
M&A,29/1/2018,PlayFab Inc,Microsoft Corp,"Private Investor,Madrona Venture Group LLC (Fund: Madrona Venture Fund V LP),Benchmark Capital Holdings Co LLC (Fund: Benchmark Capital Partners VIII LP),Startup Capital Ventures (Fund: Startup Capital Ventures LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,29/8/2016,Microsoft Online Network Communications Technology,XiChuang Technology Beijing Co Ltd,Microsoft Corp,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,1/5/2014,GreenButton Ltd,Microsoft Corp,"Movac Ltd (Fund: Movac Fund 2),Sparkbox Ventures,Enterprise Angels/ Tauranga,Icehouse Pty Ltd/The",N/A,Cash, ,Completed,Technology,MSFT
M&A,10/11/2018,"inXile entertainment,Obsidian Entertainment Inc",Microsoft Corp,,N/A,Undisclosed, ,Completed,"Communications, Technology",MSFT
M&A,17/1/2017,Donya Labs AB,Microsoft Corp,"ALMI Invest AB,SEB Venture Capital (Fund: SEB Venture Capital Fund)",N/A,Cash, ,Completed,Technology,MSFT
M&A,3/10/2017,AltspaceVR,Microsoft Corp,"Private Investor,Lux Capital Management LLC (Fund: Lux Ventures III LP),Western Technology Investment (Fund: WTI Venture Debt Fund XII),Formation8 Partners LLC (Fund: Formation8 Partners Fund I LP),GV Management Co LLC (Fund: Google Ventures/Fund),Tencent Holdings Ltd (Fund: Tencent Industry ...",N/A,Cash, ,Completed,Technology,MSFT
M&A,26/3/2020,Affirmed Networks Inc,Microsoft Corp,"Deutsche Telekom Strategic Investments GmbH,Vodafone Ventures Ltd,Deer Management Co LLC (Fund: Bessemer Venture Partners VIII LP),Matrix Partners Management Services LP (Fund: Matrix Partners IX LP),Lightspeed Management Co LLC (Fund: Lightspeed Venture Partners IX LP),Charles River Ventures...",N/A,Cash, ,Completed,Communications,MSFT
M&A,28/5/2019,Drawbridge Inc,Microsoft Corp,"Sequoia Capital Operations LLC (Fund: Sequoia Capital 2010 Fund LP),Kleiner Perkins Caufield & Byers LLC (Fund: Kleiner Perkins Caufield & Byers XV LLC),Northgate Capital LLC (Fund: Northgate Venture Partners VI LP),Unknown Seller",N/A,Cash, ,Completed,Technology,MSFT
M&A,1/6/2016,1500 Patents,Xiaomi Corp,Microsoft Corp,N/A,Cash, ,Completed,Communications,MSFT
M&A,13/2/2018,Chalkup LLC,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,11/7/2014,InMage Systems Inc,Microsoft Corp,"Hummer Winblad Venture Partners LP (Fund: Hummer Winblad Venture Partners VI LP),Intel Capital Corp (Fund: Intel Digital Home Fund LP)",N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,11/8/2016,Beam Experiences LLC,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,6/11/2017,Swing Technologies Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,11/5/2007,Vexcel Canada Inc,Maxar Technologies Inc,Microsoft Corp,N/A,Undisclosed, ,Completed,Communications,MSFT
M&A,18/6/2018,Flipgrid Inc,Microsoft Corp,,N/A,Cash, ,Completed,Technology,MSFT
M&A,24/1/2019,Citus Data Inc,Microsoft Corp,"DG Ventures Inc,Vaizra Inc,Khosla Ventures LLC (Fund: Khosla Ventures IV LP),DCVC Management Co LLC (Fund: Data Collective III LP)",N/A,Cash, ,Completed,Technology,MSFT
M&A,14/9/2018,Lobe Artificial Intelligence Inc,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
M&A,20/6/2018,Bonsai AI Inc,Microsoft Corp,"ABB Technology Ventures Ltd,New Enterprise Associates Inc (Fund: New Enterprise Associates XIV LP),Microsoft Ventures Inc (Fund: Microsoft Ventures AI Fund),Samsung Venture Investment Corp (Fund: Samsung Next Fund)",N/A,Cash, ,Completed,Technology,MSFT
M&A,18/4/2019,Express Logic,Microsoft Corp,,N/A,Undisclosed, ,Completed,Technology,MSFT
